question_id,model,turn,GPT-4-Turbo,GPT-4o,GPT-4.1,GPT-5.1
40,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,4.0,6.0,6.0,5.0
46,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,8.0,8.0,5.0
80,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,9.0,9.0,7.0
15,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,10.0
55,shisa-ai/shisa-v2-mistral-nemo-12b,1,9.0,9.0,9.0,4.0
56,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,9.0,9.0,7.0
66,meta-llama/Llama-3.3-70B-Instruct,1,10.0,9.0,8.0,7.0
43,shisa-ai/shisa-v2-mistral-small-24b,1,6.0,8.0,6.0,4.0
3,meta-llama/Llama-3.1-405B-Instruct,1,10.0,10.0,9.0,9.0
56,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,9.0,8.0,4.0
25,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,9.0,9.0,6.0
45,shisa-ai/shisa-v2.1-lfm2-1.2b,2,2.0,2.0,2.0,2.0
25,shisa-ai/shisa-v2.1-lfm2-1.2b,1,10.0,9.0,9.0,7.0
54,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,10.0,9.0,8.0
1,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,9.0,6.0,7.0
62,LiquidAI/LFM2-1.2B,2,10.0,9.0,8.0,4.0
42,LiquidAI/LFM2-1.2B,1,4.0,6.0,6.0,4.0
51,meta-llama/Llama-3.3-70B-Instruct,1,9.0,9.0,10.0,8.0
30,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,7.0,4.0,4.0
49,meta-llama/Llama-3.3-70B-Instruct,2,10.0,7.0,7.0,8.0
45,shisa-ai/shisa-v2-unphi4-14b,1,10.0,6.0,5.0,3.0
18,shisa-ai/shisa-v2-mistral-nemo-12b,1,7.0,5.0,4.0,6.0
8,shisa-ai/shisa-v2.1-llama3.2-3b,2,2.0,3.0,2.0,2.0
60,shisa-ai/shisa-v2-qwen2.5-7b,2,10.0,8.0,7.0,6.0
2,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,7.0
21,meta-llama/Llama-3.1-405B-Instruct,2,10.0,7.0,6.0,3.0
26,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,9.0,10.0,3.0
72,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,9.0,5.0
52,shisa-ai/shisa-v2.1-llama3.2-3b,1,9.0,9.0,9.0,4.0
56,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,10.0,8.0,8.0,4.0
23,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,9.0,9.0,4.0
10,shisa-ai/shisa-v2.1-lfm2-1.2b,1,8.0,9.0,9.0,6.0
29,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,9.0,10.0,6.0
79,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,9.0,10.0,9.0
79,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,9.0,4.0
59,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,8.0,6.0,4.0
71,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,9.0
54,shisa-ai/shisa-v2-unphi4-14b,1,10.0,9.0,10.0,8.0
73,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,9.0,10.0,9.0
73,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,9.0,9.0,6.0
59,shisa-ai/shisa-v2-mistral-nemo-12b,1,9.0,8.0,5.0,4.0
70,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,8.0,7.0
6,meta-llama/Llama-3.1-405B-Instruct,2,10.0,7.0,6.0,4.0
67,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,6.0,10.0,7.0
28,shisa-ai/shisa-v2.1-lfm2-1.2b,2,10.0,9.0,10.0,5.0
18,shisa-ai/shisa-v2-qwen2.5-32b,1,9.0,9.0,9.0,8.0
45,LiquidAI/LFM2-1.2B,2,2.0,3.0,2.0,2.0
25,LiquidAI/LFM2-1.2B,1,10.0,9.0,9.0,8.0
43,shisa-ai/shisa-v2-qwen2.5-7b,2,10.0,8.0,8.0,4.0
4,meta-llama/Llama-3.1-405B-Instruct,2,10.0,10.0,8.0,8.0
8,shisa-ai/shisa-v2-llama3.1-405b,1,9.0,8.0,8.0,3.0
55,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,8.0,4.0
35,shisa-ai/shisa-v2.1-llama3.2-3b,1,2.0,3.0,2.0,2.0
59,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,10.0,10.0,8.0
68,meta-llama/Llama-3.1-405B-Instruct,2,10.0,9.0,8.0,6.0
12,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,9.0,10.0,9.0
70,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,8.0
62,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,9.0,6.0,3.0,3.0
62,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,9.0,5.0
42,shisa-ai/shisa-v2.1-llama3.3-70b,1,9.0,7.0,6.0,5.0
54,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,9.0,10.0,8.0
69,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,9.0,9.0,9.0
37,shisa-ai/shisa-v2-unphi4-14b,1,10.0,10.0,10.0,10.0
76,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,9.0,3.0,3.0,3.0
56,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,9.0,9.0,9.0
76,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,9.0,8.0
10,LiquidAI/LFM2-1.2B,1,3.0,3.0,2.0,2.0
50,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,9.0,9.0,8.0
11,shisa-ai/shisa-v2.1-lfm2-1.2b,2,2.0,2.0,2.0,2.0
34,shisa-ai/shisa-v2.1-lfm2-1.2b,1,10.0,10.0,10.0,10.0
72,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,9.0,5.0
28,LiquidAI/LFM2-1.2B,2,9.0,9.0,3.0,3.0
35,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,10.0,10.0,10.0
39,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,10.0
25,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,10.0,7.0
38,meta-llama/Llama-3.3-70B-Instruct,1,10.0,9.0,10.0,9.0
27,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,10.0,8.0
28,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,9.0,9.0,7.0
41,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,3.0,3.0,3.0,3.0
63,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,9.0,9.0,4.0
18,shisa-ai/shisa-v2.1-llama3.2-3b,1,10.0,9.0,10.0,8.0
42,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,9.0,8.0,8.0
15,shisa-ai/shisa-v2-mistral-small-24b,1,10.0,10.0,10.0,10.0
65,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,10.0,3.0,3.0,2.0
32,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,10.0,10.0,10.0
45,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,2.0,3.0,3.0,2.0
58,meta-llama/Llama-3.3-70B-Instruct,1,9.0,9.0,9.0,8.0
76,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,9.0,9.0,9.0,8.0
33,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,7.0,10.0,9.0
76,LiquidAI/LFM2-1.2B,2,10.0,3.0,2.0,3.0
79,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,4.0,4.0
59,shisa-ai/shisa-v2.1-llama3.2-3b,1,10.0,9.0,5.0,5.0
48,shisa-ai/shisa-v2.1-unphi4-14b,2,2.0,3.0,3.0,3.0
4,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,10.0,9.0,9.5
55,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,9.0,7.0
17,shisa-ai/shisa-v2.1-lfm2-1.2b,1,10.0,10.0,10.0,9.0
46,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,10.0,10.0,9.0
11,LiquidAI/LFM2-1.2B,2,6.0,6.0,5.0,3.0
18,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,8.5
80,Qwen/Qwen3-8B,2,10.0,9.0,10.0,7.0
34,LiquidAI/LFM2-1.2B,1,3.0,2.0,5.0,6.0
22,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,8.0
41,meta-llama/Llama-3.3-70B-Instruct,2,2.0,3.0,3.0,3.0
21,meta-llama/Llama-3.3-70B-Instruct,1,9.0,9.0,8.0,7.0
10,shisa-ai/shisa-v2-mistral-nemo-12b,1,8.0,7.0,5.0,4.0
11,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,10.0,10.0
24,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,10.0,8.0
13,meta-llama/Llama-3.1-405B-Instruct,2,10.0,9.0,10.0,9.0
57,meta-llama/Llama-3.1-405B-Instruct,1,10.0,9.0,9.0,7.0
48,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,2.0,3.0,2.0,2.0
15,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,3.0,3.0,3.0
28,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,10.0,8.0
23,shisa-ai/shisa-v2-unphi4-14b,2,10.0,9.0,7.0,4.0
59,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,10.0,10.0,9.0
20,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,10.0,10.0,9.0
65,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,9.0,7.0
65,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,7.0
16,shisa-ai/shisa-v2-mistral-small-24b,2,8.0,8.0,2.0,3.0
5,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,8.0
6,meta-llama/Llama-3.3-70B-Instruct,1,3.0,3.0,4.0,3.0
64,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,9.0,9.0
62,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,7.0,3.0
42,shisa-ai/shisa-v2.1-llama3.2-3b,1,3.0,3.0,3.0,3.0
31,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,4.0,5.0,4.0
20,shisa-ai/shisa-v2.1-lfm2-1.2b,2,6.0,3.0,3.0,3.0
80,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,9.0,10.0,9.0
29,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,9.0,8.0,4.0
11,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,10.0,8.0,9.0,7.0
17,LiquidAI/LFM2-1.2B,1,8.0,7.0,8.0,7.0
73,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,10.0,10.0,7.0
4,meta-llama/Llama-3.3-70B-Instruct,1,10.0,10.0,10.0,10.0
34,shisa-ai/shisa-v2.1-llama3.3-70b,2,2.0,3.0,3.0,3.0
41,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,10.0,10.0,9.0
1,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,9.0,9.0,9.0
48,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,10.0,10.0,10.0
28,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,10.0,8.0
68,meta-llama/Llama-3.3-70B-Instruct,1,10.0,9.0,9.0,6.0
47,shisa-ai/shisa-v2-llama3.3-70b,2,2.0,3.0,5.0,3.0
78,shisa-ai/shisa-v2.1-llama3.3-70b,1,9.0,9.0,10.0,8.0
25,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,9.0,6.0
27,shisa-ai/shisa-v2.1-llama3.2-3b,1,10.0,9.0,10.0,7.0
80,shisa-ai/shisa-v2.1-qwen3-8b,1,9.0,10.0,8.0,5.0
62,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,4.0
42,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,8.0,8.0,8.0
3,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,10.0,10.0,9.0
5,meta-llama/Llama-3.1-405B-Instruct,1,10.0,10.0,10.0,9.0
46,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,10.0
47,shisa-ai/shisa-v2.1-lfm2-1.2b,2,1.0,2.0,2.0,2.0
48,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,10.0
56,shisa-ai/shisa-v2-qwen2.5-32b,2,9.0,9.0,9.0,6.0
63,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,10.0,10.0,9.0
14,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,10.0,10.0,9.0
3,shisa-ai/shisa-v2.1-lfm2-1.2b,2,10.0,6.0,3.0,3.0
44,LiquidAI/LFM2-1.2B,1,2.0,3.0,2.0,2.0
20,LiquidAI/LFM2-1.2B,2,5.0,3.0,2.0,2.0
17,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,10.0,9.0,9.0
9,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,9.0
24,shisa-ai/shisa-v2-llama3.1-8b,1,9.0,9.0,9.0,7.0
11,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,10.0,9.0
20,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,10.0,10.0
31,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,4.0,3.0,10.0,4.0
30,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,8.0,4.0
61,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,10.0,9.0,8.0
10,shisa-ai/shisa-v2.1-llama3.2-3b,1,10.0,9.0,7.0,4.0
48,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,10.0,10.0,10.0
45,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,10.0,10.0,10.0
25,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,9.0,8.0
75,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,9.0,5.0
30,shisa-ai/shisa-v2.1-lfm2-1.2b,2,9.0,9.0,7.0,4.0
12,shisa-ai/shisa-v2-unphi4-14b,1,10.0,10.0,10.0,10.0
31,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,10.0
51,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,4.0,3.0,2.0,2.0
66,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,8.0,6.0,4.0
28,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,10.0,7.0
71,shisa-ai/shisa-v2-llama3.3-70b,2,6.0,2.0,2.0,3.0
20,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,10.0,10.0,9.0
69,shisa-ai/shisa-v2-mistral-small-24b,1,10.0,10.0,9.0,8.0
10,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,5.0
40,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,10.0
71,shisa-ai/shisa-v2.1-lfm2-1.2b,2,1.0,2.0,2.0,2.0
48,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,3.0,3.0,3.0
72,Qwen/Qwen3-8B,2,10.0,9.0,9.0,3.0
29,meta-llama/Llama-3.1-405B-Instruct,1,10.0,9.0,8.0,6.0
13,meta-llama/Llama-3.3-70B-Instruct,1,10.0,10.0,9.0,10.0
7,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,9.0,9.0,9.0
14,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,10.0,10.0,10.0
3,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,9.0,9.0
38,shisa-ai/shisa-v2.1-unphi4-14b,2,2.0,10.0,10.0,10.0
64,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,3.0,3.0,3.0
44,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,10.0,10.0,10.0
73,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,8.0
31,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,10.0,10.0,10.0
51,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,9.0,9.0,10.0,8.0
64,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,9.0,8.0
36,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,10.0
28,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,10.0,7.5
34,shisa-ai/shisa-v2.1-llama3.2-3b,2,2.0,3.0,2.0,3.0
70,Qwen/Qwen3-8B,2,10.0,9.0,10.0,7.0
20,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,10.0,9.0
52,shisa-ai/shisa-v2-mistral-small-24b,2,8.0,7.0,4.0,4.0
78,shisa-ai/shisa-v2.1-llama3.2-3b,1,10.0,9.0,10.0,7.0
49,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,2.0,6.0,5.0,4.0
65,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,9.0,3.0,3.0
45,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,10.0,10.0,9.0
11,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,10.0,4.0
51,LiquidAI/LFM2-1.2B,2,3.0,3.0,2.0,2.0
54,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,9.0,7.0
3,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,10.0,10.0,10.0
51,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,9.0,10.0,8.0
23,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,5.0
54,shisa-ai/shisa-v2.1-lfm2-1.2b,2,10.0,9.0,9.0,5.0
55,Qwen/Qwen3-8B,2,10.0,8.0,8.0,8.0
12,meta-llama/Llama-3.1-405B-Instruct,1,10.0,9.0,10.0,10.0
3,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,10.0,7.0,8.0,7.0
76,shisa-ai/shisa-v2-llama3.1-405b,2,9.0,9.0,7.0,4.0
47,shisa-ai/shisa-v2.1-llama3.3-70b,2,2.0,3.0,2.0,3.0
14,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,9.0,9.0,9.0
47,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,9.0,9.0,9.0,10.0
20,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,9.0,10.0,10.0,10.0
39,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,10.0,10.0,10.0
19,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,9.0
69,shisa-ai/shisa-v2-qwen2.5-7b,2,10.0,9.0,8.0,5.0
17,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,9.0,9.0
35,shisa-ai/shisa-v2-mistral-small-24b,2,2.0,3.0,2.0,3.0
72,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,9.0,4.0
34,shisa-ai/shisa-v2-llama3.1-405b,1,8.0,10.0,10.0,10.0
61,shisa-ai/shisa-v2.1-llama3.2-3b,1,9.0,9.0,9.0,6.0
30,shisa-ai/shisa-v2.1-unphi4-14b,1,4.0,4.0,2.0,2.0
19,shisa-ai/shisa-v2.1-lfm2-1.2b,1,2.0,2.0,3.0,2.0
18,Qwen/Qwen3-8B,2,10.0,10.0,9.0,8.0
48,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,10.0,10.0,9.0
37,shisa-ai/shisa-v2-llama3.3-70b,2,4.0,5.0,6.0,4.0
6,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,9.0,10.0,9.0
60,meta-llama/Llama-3.1-405B-Instruct,1,10.0,9.0,10.0,8.0
63,shisa-ai/shisa-v2-unphi4-14b,1,10.0,10.0,9.0,8.0
36,LiquidAI/LFM2-1.2B,1,2.0,4.0,4.0,2.0
37,shisa-ai/shisa-v2.1-lfm2-1.2b,2,2.0,2.0,2.0,2.0
55,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,7.0,5.0
30,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,7.0,6.0,4.0
75,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,9.0,8.0,6.0
3,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,9.0,9.0
22,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,10.0,6.0
2,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,9.0,9.0
52,shisa-ai/shisa-v2-qwen2.5-7b,2,9.0,4.0,7.0,4.0
53,shisa-ai/shisa-v2.1-llama3.3-70b,1,9.0,9.0,8.0,6.0
18,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,7.0,7.0,5.0
17,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,10.0,10.0,9.0
64,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,4.0,3.0,2.0
44,shisa-ai/shisa-v2.1-llama3.2-3b,1,2.0,2.0,3.0,8.0
59,Qwen/Qwen3-8B,1,10.0,9.0,9.0,6.0
79,Qwen/Qwen3-8B,2,10.0,9.0,9.0,4.0
41,shisa-ai/shisa-v2-mistral-small-24b,1,2.0,3.0,2.0,2.0
2,shisa-ai/shisa-v2.1-lfm2-1.2b,1,10.0,10.0,9.0,9.0
22,shisa-ai/shisa-v2.1-lfm2-1.2b,2,8.0,6.0,3.0,2.0
31,shisa-ai/shisa-v2-qwen2.5-32b,2,3.0,4.0,10.0,10.0
58,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,9.0,10.0,8.0
38,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,4.0,10.0,10.0
71,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,10.0,8.0
20,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,10.0,10.0,9.0
43,meta-llama/Llama-3.1-405B-Instruct,1,7.0,6.0,6.0,8.0
19,LiquidAI/LFM2-1.2B,1,2.0,3.0,3.0,2.0
60,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,9.0,10.0,8.0
64,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,9.0
59,shisa-ai/shisa-v2-mistral-small-24b,2,9.0,4.0,6.0,3.0
74,shisa-ai/shisa-v2.1-unphi4-14b,2,9.0,9.0,10.0,8.0
54,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,9.0,10.0,8.0
80,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,10.0,10.0,9.0
42,Qwen/Qwen3-8B,2,10.0,8.0,10.0,8.0
9,shisa-ai/shisa-v2.1-llama3.2-3b,1,2.0,3.0,2.0,2.0
6,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,10.0,10.0,9.0
5,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,10.0,9.0
36,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,10.0,10.0,10.0
65,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,10.0,9.0,8.0
21,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,9.0,8.0,7.0
58,shisa-ai/shisa-v2-qwen2.5-7b,1,9.0,9.0,10.0,6.0
47,shisa-ai/shisa-v2.1-llama3.2-3b,2,1.0,2.0,2.0,2.0
50,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,10.0,9.0
24,shisa-ai/shisa-v2-mistral-small-24b,1,10.0,9.0,9.0,8.0
5,shisa-ai/shisa-v2.1-lfm2-1.2b,2,1.0,2.0,2.0,2.0
14,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,10.0,10.0,10.0
39,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,10.0,10.0,10.0
41,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,2.0,3.0,2.0,2.0
7,Qwen/Qwen3-8B,1,9.0,10.0,10.0,10.0
54,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,9.0,9.0,8.0
3,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,10.0,9.0
49,shisa-ai/shisa-v2-unphi4-14b,2,3.0,3.0,3.0,3.0
2,LiquidAI/LFM2-1.2B,1,10.0,7.0,6.0,8.0
43,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,8.0,6.0,4.0
46,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,10.0,3.0,3.0
19,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,9.0,7.0
42,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,6.0,4.0,3.0
47,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,10.0
57,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,9.0,9.0,7.0
37,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,10.0,10.0,10.0
15,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,9.0
27,Qwen/Qwen3-8B,1,10.0,9.0,10.0,9.0
25,Qwen/Qwen3-8B,2,10.0,9.0,9.0,8.0
39,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,6.0,6.0,4.0,3.0
48,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,10.0,10.0,10.0
6,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,6.0,6.0,6.0,5.0
9,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,3.0,3.0,2.0
68,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,9.0,8.0,6.0,3.0
27,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,9.0,8.0,5.0
7,shisa-ai/shisa-v2-mistral-small-24b,1,10.0,10.0,9.0,9.0
73,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,8.0,4.0,3.0
53,shisa-ai/shisa-v2.1-llama3.2-3b,1,10.0,9.0,9.0,4.0
22,shisa-ai/shisa-v2.1-unphi4-14b,1,9.0,9.0,10.0,8.0
10,Qwen/Qwen3-8B,2,10.0,10.0,10.0,9.0
